priority,score,countries,document_date,document_type,document_no,document_title,source_series,local_identifier,folder_title,folder_naid,page_start,page_end,extraction,themes,review_reason,ocr_snippet,access_restriction,source_note,page_link,pdf_url,catalog_url
High,90,Chile,"May 3, 1989",Memorandum,,Request by Ambassador Gillespie for Meeting With,Latin American Directorate Chronological Files,CF00301-012,"May 1, 1989-May 15, 1989 [3]",470766429,98,,ocr-document-start,"democracy; presidential diplomacy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","a ~) CHRON FILE SONETDENTIAL NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 May 3, 1989 ACTION MEMORANDUM FOR BRENT SCOWCROFT FROM: DAVID A. PACELLI SUBJECT: Request by Ambassador Gillespie for Meeting With You or Bob Gates Our Ambassador to Chile, Charles Gillespie, is in Washington from May 4 through May 9 and has asked for a meeting with you or Bob Gates. He wishes to discuss U.S. policies toward Chile, includin",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-012, May 1, 1989-May 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-012.pdf#page=98,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-012.pdf,https://catalog.archives.gov/id/470766429
High,90,Chile,"May 3, 1989",Memorandum,,Request by Ambassador Gillespie for Meeting With,Latin American Affairs Directorate Subject Files,CF00195-005,"Chile - January 20, 1989-December 31, 1989",470766562,42,,ocr-document-start,"democracy; presidential diplomacy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","~CONFIBEN HAL NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 AC, May 3, 1989 Nat! Sec Advieor ACTION MEMORANDUM FOR BRENT SCOWCROFT FROM: DAVID A. PACELLI SUBJECT: Request by Ambassador Gillespie for Meeting With You or Bob Gates Our Ambassador to Chile, Charles Gillespie, is in Washington from May 4 through May 9 and has asked for a meeting with you or Bob Gates. He wishes to discuss U.S. policies toward Chile, in",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf#page=42,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562
High,90,Argentina,"May 8, 1989",Memorandum,,PCC Meeting on Argentina,Latin American Affairs Directorate Subject Files,CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",470766481,31,,ocr-document-start,"democracy; presidential diplomacy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","SEGRED 20442 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 fa ae May 8, 1989 NF ORMATION MEMORANDUM FOR BRENT SCOWCROFT THROUGH: DEANE E. HOFFMANN FROM: TIMOTHY E. DEAL SUBJECT: PCC Meeting on Argentina Attached for your information is a Memorandum for the Record, summarizing the discussion at the May 4 meeting of the PCC on Argentina. You may wish to review the policy conclusions on page one. The PCC will meet ag",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=31,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481
High,90,Colombia,"November 1, 1989",Memorandum,,"Deputies Committee Meeting, Thursday,",Latin American Affairs Directorate Subject Files,CF00189-002,Andean [Drug] Summit 1989 [1],470766475,85,,ocr-document-start,"Andean; drug; narcotics; presidential diplomacy","memorandum form; Andean, drug, narcotics; document text visible in OCR","SECRET 21327 Add-on 2 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20508 on & November 1, 1989 | ""= INFORMATION DECLASSIFIED PER E.0O. 13526 THROUGH: DAVID C. MILLER, JR. FOlo~ 1 OF3-mMR Mur e/g froté MEMORANDUM FOR ROBERT M. GATES FROM: RAND BEERS SUBJECT: Deputies Committee Meeting, Thursday, November 2, 1989, 10:00 a.m. This meeting has been called to discuss the Andean Drug Summit. At Tab A is the Discussion Paper",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-002, Andean [Drug] Summit 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=85,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf,https://catalog.archives.gov/id/470766475
High,90,Colombia,"November 22, 1989",Memorandum,,"Security Survey of Cartagena, Colombia",Latin American Affairs Directorate Subject Files,CF00189-003,Andean [Drug] Summit 1989 [2],470766476,37,,ocr-document-start,"Andean; drug; narcotics; presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR","NATIONAL SECURITY COUNCIL 9425 WASHINGTON, D.C. 20506 November 22, 1989 INFORMATION MEMORANDUM FOR BRENT SCOWCROFT FROM: PHILIP HUGH SUBJECT: Security Survey of Cartagena, Colombia Following Sig Rogich’s survey trip to Cartagena, Colombia last week, which I accompanied, I wanted to provide a short read-out of what we found. Predicated on the assumption that the Andean Drug Summit would be a one day event, with the Pr",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-003, Andean [Drug] Summit 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf#page=37,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf,https://catalog.archives.gov/id/470766476
High,90,Colombia,"November 22, 1989",Memorandum,,"Security Survey of Cartagena, Colombia",Latin American Affairs Directorate Subject Files,CF00195-007,"Colombia - January 20, 1989-December 31, 1989 [1]",470766564,54,,ocr-document-start,"narcotics; presidential diplomacy; regional policy","memorandum form; narcotics, presidential diplomacy, regional policy; document text visible in OCR","NATIONAL SECURITY COUNCIL WASHINGTON, D.C, 20506 November 22, 1989 INFORMATION MEMORANDUM FOR BRENT SCOWCROEFT FROM: PHILIP HUGH wae"" SUBJECT: Security Survey of Cartagena, Colombia Following Sig Rogich’s survey trip to Cartagena, Colombia last week, which I accompanied, I wanted to provide a short read-out of what we found. Predicated on the assumption that the Andean Drug Summit would be a one day event, with the P",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=54,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564
High,90,"Bolivia; Colombia; Peru","November 22, 1989",Memorandum,,Telephone Call to Colombian President,Latin American Directorate Chronological Files,CF00303-012,"November 16, 1989-November 30, 1989 [2]",470766469,16,,ocr-document-start,"narcotics; presidential diplomacy","memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy; document text visible in OCR",": ‘e: ‘ INTO TAL 9448 NATIONAL SECURITY COUNCIL ( ‘RON WASHINGTON, D.C. 20506 = — November 22, 1989 ACTION MEMORANDUM FOR BRENT SCOWCROFT fp FROM: WILLIAM T. ervey uO SUBJECT: Telephone Call to Colombian President Virgilio Barco Vargas Attached at Tab I is a Telephone Call Proposal to the President for his conversation with Colombian President Virgilio Barco Vargas regarding the date and site for the Andean narcotics",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-012, November 16, 1989-November 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-012.pdf#page=16,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-012.pdf,https://catalog.archives.gov/id/470766469
High,90,,"November 8, 1989",Memorandum,,Deputies Committee Discussjon Paper,Latin American Affairs Directorate Subject Files,CF00189-002,Andean [Drug] Summit 1989 [1],470766475,91,,ocr-document-start,"Andean; drug; narcotics; debt and economy; presidential diplomacy","memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR","Auclea SECRET CLs Doo 21357 Add-On 1 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20508 Ye: L {_-— November 8, 1989 mmm ee MEMORANDUM FOR MR. CARNES LORD BG THOMAS E. WHITE Assistant to the Vice President Executive Assistant to the for National Security Affairs Chairman Joint Chiefs of Staff Mr. J. STAPLETON ROY Executive Secretary MS. MOLLY HAGEBOECK Department of State Chief of Staff Agency for International COL GEOR",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-002, Andean [Drug] Summit 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=91,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf,https://catalog.archives.gov/id/470766475
High,90,,"November 9, 1989",Memorandum,,Conclusions of PCC Meeting on Andean Countries,Latin American Affairs Directorate Subject Files,CF00189-002,Andean [Drug] Summit 1989 [1],470766475,20,,ocr-document-start,"Andean; drug; narcotics; presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR",". 8926015 United States Department of State Washington, D.C. 20520 21382 November 9, 1989 UNCLASSIFIED (With Gentidertireri= Attachment) MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE Subject: Conclusions of PCC Meeting on Andean Countries Please circulate the attached statement of conclusions of the October 24 meeting of the Policy Coordinating Committee for Latin America to Committee members. StapYeton Roy xecutive",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-002, Andean [Drug] Summit 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=20,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf,https://catalog.archives.gov/id/470766475
High,90,Colombia,"October 25, 1989",Memorandum,,Andean Trade Package,Latin American Affairs Directorate Subject Files,CF00189-002,Andean [Drug] Summit 1989 [1],470766475,72,,ocr-document-start,"Andean; drug; narcotics; debt and economy; presidential diplomacy","memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR","NATIONAL SECURITY COUNCIL 8496 WASHINGTON, D.C, 20506 October 25, 1989 with ACTION MEMORANDUM FOR BRENT SCOWCROFT THROUGH: DEANE E. HOFFMANN/WILLIAM T. PRYCE/DAVID C. MILLER FROM: ERIC MELBY SUBJECT: Andean Trade Package After his September 28 meeting with President Barco, the President requested Ambassador Hills to lead an inter-agency effort to examine what we could do for Colombia in the economic field, Her report",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-002, Andean [Drug] Summit 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=72,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf,https://catalog.archives.gov/id/470766475
High,90,,"October 29, 1989",Memorandum,,S/S 8325137 8689,Latin American Affairs Directorate Subject Files,CF00189-003,Andean [Drug] Summit 1989 [2],470766476,50,,ocr-document-start,"Andean; drug; narcotics; presidential diplomacy","memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR","MEMORANDUM FOR: SUBJECT: S/S 8325137 8689 United States Department of State Washington, D.C. 20520 October 29, 1989 Mr. Philip Hughes Executive Secretary National Security Council Staff The White House Alerting NSCS on Presidential Correspondence Enclosed is the original of a letter to President Bush from Dutch Prime Minister R.F.M. Lubbers which is transmitted for your information. This correspondence was received i",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-003, Andean [Drug] Summit 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf#page=50,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf,https://catalog.archives.gov/id/470766476
High,90,"Bolivia; Colombia; Peru","October 30, 1989",Memorandum,,Telephone Call to Colombian President,Latin American Directorate Chronological Files,CF00303-004,"October 16, 1989-October 31, 1989 [1]",470766461,36,,ocr-document-start,"narcotics; presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy, regional policy; document text visible in OCR","CONFIDENTIAL- —CENADENT AL 8685 NATIONAL SECURITY COUNCIL C WASHINGTON, D.C. 20506 RON October 30, 1989 MEMORANDUM FOR BRENT SCOWCROFT ACTION FROM: WILLIAM T. PRYC SUBJECT: Telephone Call to Colombian President Virgilio Barco Vargas Attached at Tab I is a Telephone Call Proposal to the President for his conversation with Colombina President Barco on the Andean drug summit. Bernie Aronson is planning to visit Colombia",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-004, October 16, 1989-October 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf#page=36,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf,https://catalog.archives.gov/id/470766461
