annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
390,Medium,Daily Diary/backup timing support,Colombia,1991-06-20,Telcon,Memorandum of a Telephone Conversation,1991-06-20,0,[Presidential Daily Backup] 6/20/1991,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/20/1991. Access restriction: Restricted - Possibly.",documents/colombia/1991-06-20-bush-cesar-gaviria-telcon-91112-008-p74-scowcroft.pdf,https://catalog.archives.gov/id/366551700,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-008_415891364.pdf,scowcroft-366551700-74-cesar-gaviria-telcon,415891364
391,Medium,Daily Diary/backup timing support,Colombia,1991-06-20,Telcon,Memorandum of Telephone Conversation,1991-06-20,0,[Presidential Daily Diary] 6/20/1991,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/20/1991. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-20--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081721,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-007_415891363.pdf,bush-library-428081721,415891363
392,Medium,Daily Diary/backup timing support,Colombia,1991-06-20,Telcon,Memorandum of a Telephone Conversation,1991-06-20,0,[Presidential Daily Diary] 6/20/1991,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/20/1991. Access restriction: Restricted - Possibly.",documents/colombia/1991-06-20-bush-cesar-gaviria-telcon-91112-008-p74-scowcroft.pdf,https://catalog.archives.gov/id/366551700,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-007_415891363.pdf,scowcroft-366551700-74-cesar-gaviria-telcon,415891363
393,Medium,Daily Diary/backup timing support,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,1990-07-23,0,[Presidential Daily Backup] 7/23/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/23/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-1.pdf,https://catalog.archives.gov/id/428080839,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-024_415890697.pdf,bush-library-428080839,415890697
394,Medium,Daily Diary/backup timing support,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,1990-07-23,0,[Presidential Daily Backup] 7/23/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/23/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-2.pdf,https://catalog.archives.gov/id/428080841,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-024_415890697.pdf,bush-library-428080841,415890697
395,Medium,Daily Diary/backup timing support,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,1990-07-23,0,[Presidential Daily Diary] 7/23/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/23/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-1.pdf,https://catalog.archives.gov/id/428080839,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-023_415890696.pdf,bush-library-428080839,415890696
396,Medium,Daily Diary/backup timing support,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,1990-07-23,0,[Presidential Daily Diary] 7/23/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/23/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-2.pdf,https://catalog.archives.gov/id/428080841,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-023_415890696.pdf,bush-library-428080841,415890696
397,Medium,Nearby public statement,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,1990-07-23,0,Remarks Following Discussions With President Rodrigo Borja Cevallos of Ecuador,Public Papers of the Presidents,Remarks,"Bolivia; Colombia; Ecuador; Peru","Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1990, Book II, July 23, 1990, ""Remarks Following Discussions With President Rodrigo Borja Cevallos of Ecuador"", pp. 1044-1046. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-1.pdf,https://catalog.archives.gov/id/428080839,https://www.govinfo.gov/content/pkg/PPP-1990-book2/pdf/PPP-1990-book2.pdf#page=102,bush-library-428080839,govinfo-ppp-1990-book2-102-remarks-following-discussions-with-president-rodrigo-borja-cevallos-of-ecuador
398,Medium,Nearby public statement,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,1990-07-23,0,Remarks Following Discussions With President Rodrigo Borja Cevallos of Ecuador,Public Papers of the Presidents,Remarks,"Bolivia; Colombia; Ecuador; Peru","Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1990, Book II, July 23, 1990, ""Remarks Following Discussions With President Rodrigo Borja Cevallos of Ecuador"", pp. 1044-1046. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-2.pdf,https://catalog.archives.gov/id/428080841,https://www.govinfo.gov/content/pkg/PPP-1990-book2/pdf/PPP-1990-book2.pdf#page=102,bush-library-428080841,govinfo-ppp-1990-book2-102-remarks-following-discussions-with-president-rodrigo-borja-cevallos-of-ecuador
399,Medium,Daily Diary/backup timing support,Ecuador,1992-07-28,Memcon,Memorandum of Conversation,1992-07-28,0,[Presidential Daily Backup] 7/28/1992,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/28/1992. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf,https://catalog.archives.gov/id/428082307,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_28_92-12897-002_415892181.pdf,bush-library-428082307,415892181
400,Medium,Daily Diary/backup timing support,Ecuador,1992-07-28,Memcon,Memorandum of Conversation,1992-07-28,0,[Presidential Daily Diary] 7/28/1992,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/28/1992. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf,https://catalog.archives.gov/id/428082307,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_28_92-12897-001_415892180.pdf,bush-library-428082307,415892180
401,Medium,Nearby public statement,Ecuador,1992-07-28,Memcon,Memorandum of Conversation,1992-07-28,0,Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador,Public Papers of the Presidents,Statement,Ecuador,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 28, 1992, ""Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador"", p. 1199. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf,https://catalog.archives.gov/id/428082307,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1199.pdf,bush-library-428082307,govinfo-PPP-1992-book1-doc-pg1199
402,Medium,Daily Diary/backup timing support,Guyana,1989-06-19,Memcon,Memorandum of Conversation,1989-06-19,0,[Presidential Daily Backup] 6/19/1989,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Guyana; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/19/1989. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-06-19--Hoyte.pdf,https://catalog.archives.gov/id/428080045,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_19_89-12799-022_415889899.pdf,bush-library-428080045,415889899
403,Medium,Daily Diary/backup timing support,Guyana,1989-06-19,Memcon,Memorandum of Conversation,1989-06-19,0,[Presidential Daily Diary] 6/19/1989,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Guyana; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/19/1989. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-06-19--Hoyte.pdf,https://catalog.archives.gov/id/428080045,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_19_89-12799-021_415889898.pdf,bush-library-428080045,415889898
