sort_date,display_date,volume_date_scope,countries,primary_chapter_country,record_class,document_type,title,subject_or_context,priority_or_status,score,page_count_or_range,source_collection,source_series,source_folder_or_title,local_identifier,naid_or_folder_naid,source_note,provenance_note,review_note,pdf_url,catalog_or_details_url,page_link,record_id
1989-01-25,"January 25, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Conversation,Memorandum of Conversation Between the President,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,136,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]",CF00193-019,470766534,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=136,subject-print-470766534-136-memorandum-of-conversation
1989-01-26,"January 26, 1989",Volume date range,Argentina,Argentina,Print-candidate lead,Memorandum,Ambassadorial request to meet,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR",High,78,142,George H.W. Bush Library,Latin American Directorate Chronological Files,"February 1, 1989-March 1, 1989 [5]",CF00300-009,470766410,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-009, February 1, 1989-March 1, 1989 [5]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf,https://catalog.archives.gov/id/470766410,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf#page=142,chronological-print-470766410-142-memorandum
1989-01-26,"January 26, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,Travel to-El Salvador and Venezuela with,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,41,George H.W. Bush Library,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]",CF00300-003,470766404,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=41,chronological-print-470766404-41-memorandum
1989-01-28,"January 28, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,Letters from the President to Jaime Lusinchi and,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,33,George H.W. Bush Library,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]",CF00300-003,470766404,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=33,chronological-print-470766404-33-memorandum
1989-01-28,"January 28, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,Letters from the President to Jaime Lusinchi and,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,132,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]",CF00193-019,470766534,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=132,subject-print-470766534-132-memorandum
1989-01-30,"January 30, 1989",Volume date range,"Brazil; Venezuela",Brazil,Print-candidate lead,Memorandum,Presidential Letters for Vice President Quayle to,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,28,George H.W. Bush Library,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]",CF00300-003,470766404,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=28,chronological-print-470766404-28-memorandum
1989-01-30,"January 30, 1989",Volume date range,"Brazil; Venezuela",Brazil,Print-candidate lead,Memorandum,Presidential Letters for Vice President Quayle to,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,131,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]",CF00193-019,470766534,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=131,subject-print-470766534-131-memorandum
1989-01-30,"January 30, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,BRENT SCOWCROFT (@),"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,130,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]",CF00193-019,470766534,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=130,subject-print-470766534-130-memorandum
1989-01-31,"January 31, 1989",Volume date range,Brazil,Brazil,Print-candidate lead,Memorandum of Conversation,Memorandum of Conversation Between the,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,13,George H.W. Bush Library,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]",CF00300-003,470766404,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=13,chronological-print-470766404-13-memorandum-of-conversation
1989-01-31,"January 31, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,Request for Travel Orders,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,20,George H.W. Bush Library,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]",CF00300-003,470766404,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=20,chronological-print-470766404-20-memorandum
1989-02-01,"February 1, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,Presidential Letters for Vice President Quayle,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,29,George H.W. Bush Library,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]",CF00300-003,470766404,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=29,chronological-print-470766404-29-memorandum
1989-02-02,"February 2, 1989",Volume date range,Brazil,Brazil,Print-candidate lead,Memorandum of Conversation,Transmittal to the State Department of a,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,100,George H.W. Bush Library,Latin American Directorate Chronological Files,"February 1, 1989-March 1, 1989 [5]",CF00300-009,470766410,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-009, February 1, 1989-March 1, 1989 [5]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf,https://catalog.archives.gov/id/470766410,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf#page=100,chronological-print-470766410-100-memorandum-of-conversation
1989-02-02,2/2/1989,Volume date range,Ecuador,Ecuador,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 2/2/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 2/2/1989,12789-028,415889625,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/2/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-02_02_89-12789-028_415889625.pdf,https://catalog.archives.gov/id/415889625,,daily-diary-415889625
