ledger_rank,review_priority,country_risk_level,country_risk_score,source_family,repository,record_group_or_collection,series,subseries_or_file_group,folder_title,folder_or_file_id,folder_naid,parent_collection_naid,evidence_classes,countries,years,date_span,verified_private_record_count,duplicate_private_source_count,print_candidate_count,high_priority_print_candidate_count,daily_diary_backup_reference_count,total_evidence_rows,verified_private_page_total,duplicate_source_page_total,print_candidate_page_starts,access_or_release_statuses,foia_numbers,source_note_statuses,sample_private_records,sample_duplicate_private_sources,sample_print_candidates,sample_diary_backup_references,recommended_compiler_use,catalog_url,pdf_url,parent_collection_url,source_notes,provenance_trail
191,Medium,Monitor,28,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,325592632,325592632,321498139,Verified private record,Brazil,1989,1989-05-17,1,0,0,0,0,1,4,0,,Full,,FRUS-style ready,"1989-05-17 - Telcon with President Sarney of Brazil, May 17, 1989",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428082459,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
192,Medium,Monitor,26,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,325592632,325592632,321498139,Verified private record,Colombia,1989,1989-05-16,1,0,0,0,0,1,4,0,,Full,,FRUS-style ready,"1989-05-16 - Telcon with President Barco of Colombia, May 16, 1989",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428082453,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-16--Barco.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
193,Medium,Critical,87,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,325592632,325592632,321498139,Verified private record,Peru,1989,1989-05-13,1,0,0,0,0,1,5,0,,Full,,FRUS-style ready,"1989-05-13 - Telephone Conversation with President Alan Garcia of Peru, May 13, 1989",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080015,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Garcia.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
194,Medium,Medium,32,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,325592632,325592632,321498139,Verified private record,Uruguay,1989,1989-05-13,1,0,0,0,0,1,3,0,,Full,,FRUS-style ready,"1989-05-13 - Presidential Telephone Calls to Presidents Sanguinetti, Alfonsin, and Garcia on May 13 (2 of 2)",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080019,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Sanguinetti-2.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
195,Medium,Medium,32,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,325592632,325592632,321498139,Verified private record,Uruguay,1989,1989-05-13,1,0,0,0,0,1,4,0,,Full,,FRUS-style ready,"1989-05-13 - The President's Telephone Conversation with President Sanguinetti of Uruguay, May 13, 1989 (1 of 2)",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080017,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Sanguinetti-1.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
196,Medium,Monitor,18,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,325592632,325592632,321498139,Verified private record,Venezuela,1989,1989-05-10,1,0,0,0,0,1,4,0,,Full,,FRUS-style ready,"1989-05-10 - Telephone Call with Carlos Andres Perez of Venezuela, May 10, 1989",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080003,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-10--Perez.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
197,Medium,Monitor,26,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: April 1990,325592643,325592643,321498139,Verified private record,Colombia,1990,1990-04-27,1,0,0,0,0,1,3,0,,Full,,FRUS-style ready,"1990-04-27 - Telephone Conversation with President Virgilio Barco of Colombia, April 27, 1990",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080673,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-04-27--Barco.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: April 1990. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
198,Medium,Monitor,26,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990,325592645,325592645,321498139,Verified private record,Argentina,1990,1990-06-28,1,0,0,0,0,1,3,0,,Full,,FRUS-style ready,"1990-06-28 - Telephone Conversation with President Carlos Saul Menem of Argentina, June 28, 1990",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080817,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-28--Menem.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
199,Medium,Monitor,28,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990,325592645,325592645,321498139,Verified private record,Brazil,1990,1990-06-06,1,0,0,0,0,1,4,0,,Full,,FRUS-style ready,"1990-06-06 - Telephone Conversation with President Fernando Collor de Mello of Brazil, June 6, 1990",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080767,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-06--Collor-de-Mello.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
200,Medium,Monitor,28,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990,325592645,325592645,321498139,Verified private record,Brazil,1990,1990-06-28,1,0,0,0,0,1,3,0,,Full,,FRUS-style ready,"1990-06-28 - Telephone Conversation with President Fernando Collor de Mello of Brazil, June 28, 1990",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-28--Collor-de-Mello.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
201,Medium,Medium,32,Presidential memcon/telcon files,George Bush Library,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,Latin American Directorate Chronological Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990,325592645,325592645,321498139,Verified private record,Uruguay,1990,1990-06-28,1,0,0,0,0,1,3,0,,Full,,FRUS-style ready,"1990-06-28 - Telephone Conversation with President Luis Alberto Lacalle of Uruguay, June 28, 1990",,,,Use as the folder-level provenance anchor for released memcons/telcons in the chronology.,https://catalog.archives.gov/id/428080815,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-28--Lacalle.pdf,https://catalog.archives.gov/id/321498139,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.","Latin American Directorate Chronological Files; Presidential Telcon Files; Records of the National Security Council (George H. W. Bush Administration)"
