source_note_status,source_note_review_flags,compiler_action,record_class,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,source_note_model,source_note,provenance_note,repository,record_group_or_collection,office_or_collection,series,subseries_or_file_group,oa_or_local_identifier,folder_or_source_title,record_naid,series_or_folder_naid,page_count_or_range,release_or_access_status,foia_or_processing,pdf_url,catalog_or_details_url,page_link,record_id
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-03,"May 3, 1989",Volume date range,Memorandum,PCC Meeting on Managing Issues and Relations:,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,23,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=23,subject-print-470766481-23-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-04,5/4/89,Volume date range,Memorandum,For the Record,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,2,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=2,subject-print-470766481-2-02
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-04,5/4/89,Volume date range,Memorandum,For the Record ~,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,3,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=3,subject-print-470766481-3-08a
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-04,5/4/89,Volume date range,Memorandum,To: PCC Participants From: Michael Kozak,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,3,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=3,subject-print-470766481-3-07b
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-08,"May 8, 1989",Volume date range,Memorandum,PCC Meeting on Argentina,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,31,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=31,subject-print-470766481-31-memorandum
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Argentina,Argentina,1989-05-13,1989-05-13,Volume date range,Telcon,Memorandum of Telephone Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 5/13/1989; Type Telcon; Participants Alfonsin, Raul; Country Argentina; Release Status Full; NAID 428080013. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: The President's Telephone Conversation with Argentine President Raul Alfonsin, May 13, 1989, NAID 428080013. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989, NAID 325592632. Digital object: 1989-05-13--Alfonsin.pdf, object ID 428080014, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Alfonsin.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551687, 91111-002, source pages 24-28.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Telcon Files,,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,428080013,325592632,4,Full,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Alfonsin.pdf,https://catalog.archives.gov/id/428080013,,bush-library-428080013
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-13,"May 13, 1989",Volume date range,Memorandum of Conversation,The President’s Telephone Conversation with,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-015, May 16, 1989-May 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00301-015,"May 16, 1989-May 30, 1989 [3]",,470766432,51,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf,https://catalog.archives.gov/id/470766432,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf#page=51,chronological-print-470766432-51-memorandum-of-conversation
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,Argentina,1989-05-13,"May 13, 1989",Volume date range,Memorandum of Conversation,The President’s Telephone Conversation with,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,15,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=15,subject-print-470766481-15-memorandum-of-conversation
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,"Argentina; Peru; Uruguay",1989-05-14,"May 14, 1989",Volume date range,Memorandum,Draft White House Cable Summarizing the,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-010, May 1, 1989-May 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00301-010,"May 1, 1989-May 15, 1989 [1]",,470766427,48,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-010.pdf,https://catalog.archives.gov/id/470766427,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-010.pdf#page=48,chronological-print-470766427-48-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,"Argentina; Peru; Uruguay",1989-05-14,"May 14, 1989",Volume date range,Memorandum,Draft White House Cable Summarizing the,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",,470766481,26,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=26,subject-print-470766481-26-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Argentina,"Argentina; Peru; Uruguay",1989-05-14,"May 14, 1989",Volume date range,Memorandum,Draft White House Cable Summarizing the,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-003, Peru - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2001-0010-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-003,"Peru - January 20, 1989-December 31, 1989",,470766518,79,Restricted - Possibly,2001-0010-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf,https://catalog.archives.gov/id/470766518,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf#page=79,subject-print-470766518-79-memorandum
