person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"Gates, Robert M.","Deputy Director of Central Intelligence until March 1989; Deputy Assistant to the President for National Security Affairs from March 1989 until August 3, 1989; Assistant to the President and Deputy for National Security Affairs from August 3, 1989, until August 1991; Director of Central Intelligence from August 1991","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,42,0,41,1,0,"Argentina; Bolivia; Brazil; Chile; Colombia; Guyana; Uruguay",,,,"March 1, 1989 - High - Meeting with U.S. Ambassador to Bolivia, Robert; March 1, 1989 - High - Meeting with U.S. Ambassador to Bolivia, Robert; April 7, 1989 - Reference - Chilean Personages; April 27, 1989 - High - Two Requests for Meetings with the President; May 1, 1989 - High - © EPC Meeting, Tuesday, May 2, 2 P.M.,; 5/1/89 - Medium - To: Robert Gates From: Eric Melby; 5/4/89 - Medium - For the Record; May 30, 1989 - High - U.S. Ambassador to Argentina Requests Appointment; May 30, 1989 - High - U.S. Ambassador to Argentina Requests Appointment; June 9, 1989 - High - — Request by U.S. Ambassador to Chile Charles; June 15, 1989 - High - Presidential Response to a Letter on Panama from; June 15, 1989 - High - Presidential Response to a Letter on Panama from; June 15, 1989 - High - Reply to Letter from The Columbus Group Inc.; June 16, 1989 - High - Reply to Letter from G. Evan Bybee Expressing; June 16, 1989 - High - Reply to Letter from G. Evan Bybee Expressing; June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President |; June 23, 1989 - Medium - Additional Threats Against Chilean Fruit; June 23, 1989 - Medium - Additional Threats Against Chilean. Fruit",1991-07-16 - Statement by Press Secretary Fitzwater on the Senate Confirmation Hearings for Central Intelligence Agency Director Nominee Robert M. Gates,,"gates robert m; robert gates; robert m gates","Gates, Robert M., Deputy Director of Central Intelligence until March 1989; Deputy Assistant to the President for National Security Affairs from March 1989 until August 3, 1989; Assistant to the President and Deputy for National Security Affairs from August 3, 1989, until August 1991; Director of Central Intelligence from August 1991",gates-robert-m
"Gaviria Trujillo, Cesar","President of Colombia from August 7, 1990","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,6,5,0,1,0,Colombia,1990-07-13,1991-06-20,"1990-07-13 - Memcon - Meeting with President-Elect Gaviria of Colombia, July 13, 1990; 1990-09-29 - Memcon - Memorandum of Conversation with President Cesar Gaviria Trujillo of Colombia, September 29, 1990; 1990-11-23 - Telcon - Telephone Conversation -with President Gaviria of Colombia, November 23, 1990; 1991-02-26 - Memcon - Meeting with President Cesar Gaviria of Colombia, February 26, 1991; 1991-06-20 - Telcon - Telcon with Cesar Gaviria Trujillo, President of Colombia, June 20, 1991",,1991-02-26 - Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia,,"cesar gaviria trujillo; gaviria trujillo cesar","Gaviria Trujillo, Cesar, President of Colombia from August 7, 1990",gaviria-trujillo-cesar
"Geis, Stephen, III","Political Counselor, U.S. Embassy in Asuncion [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"geis stephen iii; stephen geis","Geis, Stephen, III, Political Counselor, U.S. Embassy in Asuncion [1992]",geis-stephen-iii
"Gelbard, Robert S.","U.S. Ambassador to Bolivia until July 20, 1991; Principal Deputy Assistant Secretary of State for Inter-American Affairs from 1991","South America country or capital in name authority entry; Senior regional-policy role; Name appears in site record metadata or OCR candidate text",0,,,yes,2,0,2,0,0,Bolivia,,,,"March 1, 1989 - High - Meeting with U.S. Ambassador to Bolivia, Robert; March 1, 1989 - High - Meeting with U.S. Ambassador to Bolivia, Robert",,,"gelbard robert s; robert gelbard; robert s gelbard","Gelbard, Robert S., U.S. Ambassador to Bolivia until July 20, 1991; Principal Deputy Assistant Secretary of State for Inter-American Affairs from 1991",gelbard-robert-s
"Gildred, Theodore E.","U.S. Ambassador to Argentina until May 31, 1989","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,6,0,6,0,0,Argentina,,,,"June 6, 1989 - High - Request for Meeting between the President and; June 7, 1989 - High - Request for Meeting with you by Outgoing; June 7, 1989 - High - Request for Meeting with you by Outgoing; June 8, 1989 - High - Proposed Meeting Between the President and; June 8, 1989 - High - Proposed Meeting Between the President and; High - Request by Ambassador Gildred to Meer with",,,"gildred theodore e; theodore e gildred; theodore gildred","Gildred, Theodore E., U.S. Ambassador to Argentina until May 31, 1989",gildred-theodore-e
"Gillespie, Charles A., Jr.","U.S. Ambassador to Chile until December 10, 1991; Special Assistant to the President for National Security Affairs and Senior Director for Latin America and the Caribbean, National Security Council staff from August 6, 1992, until YY","South America country or capital in name authority entry; Senior regional-policy role; Name appears in site record metadata or OCR candidate text",0,,,yes,4,0,4,0,0,Chile,,,,"May 3, 1989 - High - Request by Ambassador Gillespie for Meeting With; May 3, 1989 - High - Request by Ambassador Gillespie for Meeting With; June 9, 1989 - High - — Request by U.S. Ambassador to Chile Charles; High - Request by U.S. Ambassador to Chile Charles",,,"charles a gillespie; charles gillespie; gillespie charles a jr","Gillespie, Charles A., Jr., U.S. Ambassador to Chile until December 10, 1991; Special Assistant to the President for National Security Affairs and Senior Director for Latin America and the Caribbean, National Security Council staff from August 6, 1992, until YY",gillespie-charles-a-jr
"Glassman, Jon D.","Charge d’Affaires, U.S. Embassy in Kabul until January 1, 1989; Deputy Assistant for National Security Affairs from 1989 until 1991; also Assistant to the Vice President from 1990 until 1991; U.S. Ambassador to Paraguay from August 8, 1991",South America country or capital in name authority entry,0,,,yes,1,0,0,1,0,Paraguay,,,,,1991-01-10 - Nomination of Jon D. Glassman To Be United States Ambassador to Paraguay,,"glassman jon d; jon d glassman; jon glassman","Glassman, Jon D., Charge d’Affaires, U.S. Embassy in Kabul until January 1, 1989; Deputy Assistant for National Security Affairs from 1989 until 1991; also Assistant to the Vice President from 1990 until 1991; U.S. Ambassador to Paraguay from August 8, 1991",glassman-jon-d
"Godard, Ronald D.","Political Counselor, U.S. Embassy in Santiago [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Managua [1991]; Charge d’Affaires ad interim, U.S. Embassy in Managua from March 1, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"godard ronald d; ronald d godard; ronald godard","Godard, Ronald D., Political Counselor, U.S. Embassy in Santiago [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Managua [1991]; Charge d’Affaires ad interim, U.S. Embassy in Managua from March 1, 1992",godard-ronald-d
"Graham, Russell","Economic Counselor, U.S. Embassy in Lima [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"graham russell; russell graham","Graham, Russell, Economic Counselor, U.S. Embassy in Lima [1989, 1990]",graham-russell
"Greenlee, David N.","Deputy Chief of Mission, U.S. Embassy in La Paz [1989]; Deputy Chief of Mission, U.S. Embassy in Santiago [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david greenlee; david n greenlee; greenlee david n","Greenlee, David N., Deputy Chief of Mission, U.S. Embassy in La Paz [1989]; Deputy Chief of Mission, U.S. Embassy in Santiago [1989-1992]",greenlee-david-n
"Griffith, Wayne","Consul, U.S. Embassy in Managua [1989, 1990]; Consul, U.S. Embassy in Lima [1991]; Bureau of Consular Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"griffith wayne; wayne griffith","Griffith, Wayne, Consul, U.S. Embassy in Managua [1989, 1990]; Consul, U.S. Embassy in Lima [1991]; Bureau of Consular Affairs, Department of State [1992]",griffith-wayne
"Haass, Richard N.","Special Assistant to the President for National Security Affairs and Senior Director for Near East and South Asian Affairs, from March 13, 1989, until November 1992","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,2,0,2,0,0,Brazil,,,,"Medium - Super 301 Actions; High - The President's Drug Certifications",,,"haass richard n; richard haass; richard n haass","Haass, Richard N., Special Assistant to the President for National Security Affairs and Senior Director for Near East and South Asian Affairs, from March 13, 1989, until November 1992",haass-richard-n
"Hamilton, Donald R. (Don)","Public Affairs Officer, U.S. Embassy in Lima [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"donald hamilton; donald r hamilton; hamilton donald r don","Hamilton, Donald R. (Don), Public Affairs Officer, U.S. Embassy in Lima [1990-1992]",hamilton-donald-r-don
"Hamilton, Donna J.","Consul, U.S. Embassy in Lima [1989]; Consul, U.S. Embassy in San Jose [1989-1992]; Deputy Executive Director, Bureau of Consular Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"donna hamilton; donna j hamilton; hamilton donna j","Hamilton, Donna J., Consul, U.S. Embassy in Lima [1989]; Consul, U.S. Embassy in San Jose [1989-1992]; Deputy Executive Director, Bureau of Consular Affairs, Department of State [1992]",hamilton-donna-j
"Hamilton, John R.","Political Counselor, U.S. Embassy in Lima [1989]; Political Counselor, U.S. Embassy in San Jose [1989-1992]; Director, Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"hamilton john r; john hamilton; john r hamilton","Hamilton, John R., Political Counselor, U.S. Embassy in Lima [1989]; Political Counselor, U.S. Embassy in San Jose [1989-1992]; Director, Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1992]",hamilton-john-r
"Hand, Michael J.","Commercial Counselor, U.S. Embassy in Lima [1989, 1990]; Commercial Counselor, U.S. Consulate at Sydney [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"hand michael j; michael hand; michael j hand","Hand, Michael J., Commercial Counselor, U.S. Embassy in Lima [1989, 1990]; Commercial Counselor, U.S. Consulate at Sydney [1990-1992]",hand-michael-j
"Hanks, Russell J.","Consul, U.S. Consulate at Ponta Delgada [1989-1991]; Political Counselor, U.S. Embassy in Georgetown [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"hanks russell j; russell hanks; russell j hanks","Hanks, Russell J., Consul, U.S. Consulate at Ponta Delgada [1989-1991]; Political Counselor, U.S. Embassy in Georgetown [1991, 1992]",hanks-russell-j
"Hays, Dennis K.","Deputy Chief of Mission, U.S. Embassy in Georgetown [1989-1990]; Charge d’Affaires ad interim from July 1, 1990, until January 1, 1992; thereafter Deputy Chief of Mission",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dennis hays; dennis k hays; hays dennis k","Hays, Dennis K., Deputy Chief of Mission, U.S. Embassy in Georgetown [1989-1990]; Charge d’Affaires ad interim from July 1, 1990, until January 1, 1992; thereafter Deputy Chief of Mission",hays-dennis-k
"Heath, Michael G.","Economic and Commercial Counselor, U.S. Embassy in Georgetown [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"heath michael g; michael g heath; michael heath","Heath, Michael G., Economic and Commercial Counselor, U.S. Embassy in Georgetown [1992]",heath-michael-g
"Hemingway, Barbara","Consul, U.S. Embassy in Kinshasa [1989, 1990]; Consul, U.S. Embassy in Buenos Aires [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"barbara hemingway; hemingway barbara","Hemingway, Barbara, Consul, U.S. Embassy in Kinshasa [1989, 1990]; Consul, U.S. Embassy in Buenos Aires [1992]",hemingway-barbara
"Hengel, Douglas C.","Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990-1991]; Economic Counselor, U.S. Embassy in Lima [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"douglas c hengel; douglas hengel; hengel douglas c","Hengel, Douglas C., Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990-1991]; Economic Counselor, U.S. Embassy in Lima [1991, 1992]",hengel-douglas-c
"Herbert, Kevin F.","Office of the Executive Director, Bureau of Consular Affairs, Department of State [1990]; Consul, U.S. Embassy in La Paz [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"herbert kevin f; kevin f herbert; kevin herbert","Herbert, Kevin F., Office of the Executive Director, Bureau of Consular Affairs, Department of State [1990]; Consul, U.S. Embassy in La Paz [1992]",herbert-kevin-f
"Hills, Carla Anderson","United States Trade Representative from February 6, 1989, until January 20, 1993",Core U.S. principal for Bush 41 South America records,0,,,yes,1,0,0,1,0,"Argentina; Brazil; Chile; Colombia; Ecuador; Paraguay; Peru; Uruguay; Venezuela",,,,,1991-06-27 - Remarks Commemorating the First Anniversary of the Enterprise for the Americas Initiative and an Exchange With Reporters,,"carla anderson hills; carla hills; hills carla anderson","Hills, Carla Anderson, United States Trade Representative from February 6, 1989, until January 20, 1993",hills-carla-anderson
"Hittle, L. Bradley","Deputy Principal Officer, U.S. Interests Section in Havana [1989-1991]; Deputy Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"hittle l bradley; l bradley hittle; l hittle","Hittle, L. Bradley, Deputy Principal Officer, U.S. Interests Section in Havana [1989-1991]; Deputy Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",hittle-l-bradley
"Hobbs, David L.","Consul, U.S. Embassy in Bogota [1989]; Political Counselor, U.S. Embassy in Bogota [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Bogota [1991, 1992]; Deputy Assistant Secretary for Overseas Citizens Services, Bureau of Consular Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david hobbs; david l hobbs; hobbs david l","Hobbs, David L., Consul, U.S. Embassy in Bogota [1989]; Political Counselor, U.S. Embassy in Bogota [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Bogota [1991, 1992]; Deputy Assistant Secretary for Overseas Citizens Services, Bureau of Consular Affairs, Department of State [1992]",hobbs-david-l
